# d'Arr√™t,Emplacement/Visibilit√©,Type de support,Statut,Visuel affich√©,Photo du visuel r√©el,Date Created,Date Modified,Record ID#,Record Owner,Last Modified By
71085,de l'Abb√©-Th√©oret / Principale,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2931,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71089,D√©carie / des Paysans,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2932,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71091,D√©carie / Provost,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2933,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71092,Savaria / D√©carie,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2934,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71095,N.-P.-Lapierre / Yoland-Gu√©rard,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2935,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71098,de Grenoble / du Poitou,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2936,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71100,de Grenoble / Marie-Curie,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2937,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71127,du Fer-√†-Cheval / des Iris,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2938,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71149,Mont√©e Sainte-Julie / de la Verdure,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2939,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71150,Mont√©e Sainte-Julie / de la Verdure,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2940,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71151,Mont√©e Sainte-Julie / N.-P.-Lapierre,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2941,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71153,N.-P.-Lapierre / Mont√©e Sainte-Julie,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2942,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71155,N.-P.-Lapierre / Comtois,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2943,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71160,N.-P.-Lapierre / Huet,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2944,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71161,N.-P.-Lapierre / Savaria,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2945,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71163,Jules-Choquet / Saint-Louis,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2946,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71166,Savaria / N.-P.-Lapierre,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2947,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71167,N.-P.-Lapierre / Principale,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2948,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71169,N.-P.-Lapierre / Principale,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2949,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71171,Principale / Borduas,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2950,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71173,Principale / de Vienne,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2951,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71176,N.-P.-Lapierre / Borduas,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2952,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71179,Armand-Frappier / devant le 201,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2953,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71180,Armand-Frappier / de Grenoble,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2954,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71182,Armand-Frappier / devant le 1433,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2955,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71183,Savaria / Paul-Sauv√©,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2956,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71184,Savaria / Jean-Lesage,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2957,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71185,Borduas / des Fauvettes,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2958,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71187,Saint-Joseph / de Normandie,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2959,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71188,Saint-Joseph / de Normandie,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2960,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71191,Borduas / de Grenoble,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2961,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71192,de Grenoble / Borduas,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2962,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71193,Borduas / Simone-De Beauvoir,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2963,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71200,du Fer-√†-Cheval / Saint-Joseph,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2964,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71201,du Fer-√†-Cheval / Jules-Choquet,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2965,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71202,du Fer-√†-Cheval / des Marguerites,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2966,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71203,du Fer-√†-Cheval / des Pervenches,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2967,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71204,Principale / Savaria,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2968,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71205,Savaria / Honor√©-Mercier,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2969,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71206,Principale / D√©carie,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2970,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71207,Principale / Mont√©e Sainte-Julie,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2971,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71208,Mont√©e Sainte-Julie / Principale,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2972,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71210,Saint-Joseph / Borduas,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2973,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71213,Borduas / Saint-Joseph,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2974,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71216,Saint-Joseph / Monseigneur-De Laval,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2975,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71218,Saint-Joseph / De L√©vis,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2976,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71220,du Fer-√†-Cheval / Jules-Choquet (devant le 1595),H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2977,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71221,du Fer-√†-Cheval / Saint-Joseph,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2978,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71224,des Hauts-Bois / Gilles-Vigneault,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2979,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71225,des Hauts-Bois / Norman-Bethune,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2980,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71226,des Hauts-Bois / du Lac,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2981,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71228,du Lac / Gilles-Vigneault,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2982,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71229,Borduas / Daoust,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2983,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71230,Daoust / Borduas,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2984,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71233,Paul-De Maricourt / Pierre-D'Iberville,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2985,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71234,Jacques-De Sainte-H√©l√®ne / Paul-De Maricourt,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2986,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71235,Jacques-De Sainte-H√©l√®ne / du Mont-Saint-Bruno,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2987,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71236,du Mont-Saint-Bruno / du Bois-Franc,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2988,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71237,du Bois-Franc / du Parc,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2989,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71238,du Parc / de la Montagne,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2990,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71239,de la Montagne / des Hauts-Bois,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2991,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71240,de la Montagne / du Grand-Ravin,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2992,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71241,de la Montagne / des H√™tres,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2993,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71242,de la Montagne / du Grand-Coteau,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2994,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71243,Principale / Daoust,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2995,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71246,du Grand-Coteau / de Poitiers,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2996,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71247,du Grand-Coteau / de Nantes,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2997,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71248,du Grand-Coteau / d'Angoul√™me,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2998,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71250,du Grand-Coteau / Charles-De Gaulle,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,2999,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71251,Charles-De Gaulle / du Mar√©chal-Foch,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3000,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71252,Des Autels / Ronsard,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3001,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71253,Des Autels / du Ponceau,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3002,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71254,du Ponceau / De La Salle,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3003,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71255,du Ponceau / du Fer-√†-Cheval,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3004,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71256,du Fer-√†-Cheval / du Ponceau,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3005,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71260,du Fer-√†-Cheval / devant les R√©sidences Soleil,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3006,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71263,Mont√©e Sainte-Julie / Calixa-Lavall√©e,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3007,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71265,Calixa-Lavall√©e / Charles-Gill,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3008,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71267,Calixa-Lavall√©e / du Moulin,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3009,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71269,du Moulin / Marie-Rollet,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3010,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71270,du Moulin / Arthur-Buies,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3011,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71272,du Moulin / Lionel-Groulx,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3012,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71274,du Moulin / de l'Abb√©-Th√©oret,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3013,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71275,Mont√©e Sainte-Julie / devant le 811,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3014,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71276,Mont√©e Sainte-Julie / face au 811,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3015,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71277,Mont√©e Sainte-Julie / Savaria,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3016,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71278,Mont√©e Sainte-Julie / Savaria,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3017,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71279,Principale / Jules-Choquet,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3018,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71280,Daoust / de Bourgogne,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3019,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71281,Principale / du Muguet,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3020,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71282,de Murano / devant la Biblioth√®que Municipale,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3021,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71283,Daoust / de la Bretagne,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3022,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71284,Daoust / de la Savoie,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3023,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71286,Jules-Choquet / Borduas,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3024,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71287,Jules-Choquet / Robert,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3025,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71288,Jules-Choquet / Principale,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3026,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71291,Blaise-Pascal / Nobel,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3027,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71294,du Fer-√†-Cheval / des Marguerites,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3028,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71296,du Fer-√†-Cheval / Jules-Choquet,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3029,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71300,Mont√©e Sainte-Julie / du Moulin,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3030,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71301,Mont√©e Sainte-Julie / du Moulin,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3031,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71303,de l'Abb√©-Th√©oret / F.-X.-Garneau,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3032,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71305,de l'Abb√©-Th√©oret / Lionel-Groulx,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3033,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71307,N.-P.-Lapierre / Borduas,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3034,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71320,Terminus Sainte-Julie - Quai 7,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3035,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71321,Terminus Sainte-Julie - Quai 6,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3036,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71322,de l'Abb√©-Th√©oret / Croissant Beauchesne,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3037,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71323,Terminus Sainte-Julie - Quai 1,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3038,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71324,Terminus Sainte-Julie - Quai 2,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3039,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71325,Terminus Sainte-Julie - Quai 3,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3040,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71326,Terminus Sainte-Julie - Quai 4,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3041,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71327,Terminus Sainte-Julie - Quai 5,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3042,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71328,Terminus Sainte-Julie - Quai taxi,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3043,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71330,Roland-Therrien / Fernand-Lafontaine,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3044,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71331,Promenades Saint-Bruno / face √† la porte 2,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3045,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71337,du Fer-√†-Cheval / Jacquelin-Beaulieu,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3046,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71338,du Fer-√†-Cheval / de l'An√©mone,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3047,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71339,de l'An√©mone / du Sorbier,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3048,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71340,du Sorbier / du Sureau,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3049,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71341,du Sureau / du Fer-√†-Cheval,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3050,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71343,du Liseron / devant le 117,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3051,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71344,du Liseron / devant le 61,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3052,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71345,du Liseron / du Fer-√†-Cheval,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3053,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71346,du Fer-√†-Cheval / Place du Fer-√†-Cheval,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3054,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
71352,Principale / du Fer-√†-Cheval,H-C,Actif,Aucun visuel affich√©,,12-07-2025 01:34 PM,12-07-2025 01:34 PM,3055,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
